99,2,72
100,83,20
101,83,89
102,80,93
102,41,46
103,83,44
102,49,68
104,53,24
104,91,66
104,10,37
105,23,19
103,67,44
106,99,40
106,11,12
107,79,86
107,94,69
108,20,7
108,72,62
109,8,43
108,43,34
109,63,16
103,37,12
107,11,84
109,20,10
111,73,91
112,13,95
113,98,60
114,48,83
115,8,28
110,16,63
113,51,82
116,83,52
118,30,31
119,39,27
119,25,32
119,39,86
116,21,56
117,96,88
121,27,21
122,55,68
123,53,94
123,16,34
124,43,45
125,70,27
126,90,7
126,24,70
121,18,98
126,18,81
128,57,88
127,12,7
121,28,9
129,98,77
120,35,41
129,26,74
132,51,53
133,67,50
134,70,39
134,96,22
135,53,80
131,42,66
136,12,62
137,28,48
129,22,38
138,6,41
138,61,35
139,7,61
138,6,56
141,80,54
142,22,96
130,24,70
143,100,38
144,10,88
144,96,48
140,93,73
143,30,85
135,15,16
145,21,11
145,81,3
146,35,88
147,46,60
146,50,70
147,77,91
147,10,90
145,81,57
146,60,56
149,84,52
148,7,43
149,24,57
150,49,97
150,15,71
151,84,6
151,33,65
149,83,97
148,8,46
153,22,22
154,95,14
152,47,64
154,53,89
153,71,78
155,9,18
155,90,90
153,22,29
158,23,95
156,57,41
155,62,28
159,16,57
160,27,51
158,94,2
161,92,98
160,61,34
162,13,16
163,63,89
163,85,15
164,79,47
164,82,81
164,36,32
162,23,38
165,14,100
166,17,89
165,52,71
157,81,5
168,78,62
167,53,32
169,36,72
169,75,37
165,39,78
170,26,85
172,95,37
173,31,66
173,70,93
171,87,89
174,100,2
174,95,34
175,50,70
175,40,10
175,76,41
171,49,89
171,47,31
177,2,77
177,4,5
178,100,95
179,67,27
179,92,61
180,82,32
180,92,52
179,93,15
180,32,79
181,27,46
182,90,63
183,7,48
182,71,48
184,17,88
177,89,98
185,42,83
185,3,3
185,53,97
186,51,62
186,3,67
183,98,59
188,10,73
188,87,93
187,67,94
189,13,98
189,1,15
190,61,37
189,76,74
190,69,48
191,65,55
186,57,24
193,54,84
193,7,86
192,12,72
194,34,12
176,30,59
194,44,4
191,38,8
195,80,8
196,27,78
197,25,83
198,48,65
199,42,71
199,17,71
199,55,74
196,15,71
200,48,72
200,45,7
201,59,98
201,52,88
201,79,55
202,3,90
195,43,18
204,81,26
204,61,61
204,56,21
205,43,2
203,79,25
200,60,13
205,58,38
205,75,88
206,9,100
206,21,16
207,91,91
208,3,28
208,82,65
209,17,40
208,45,65
210,90,62
210,73,61
207,63,39
212,84,54
213,68,52
212,79,39
213,90,17
210,87,75
213,93,8
214,13,49
215,27,7
215,85,15
216,94,56
214,74,12
217,52,27
217,18,10
211,76,10
215,36,25
217,65,62
219,89,11
220,42,7
220,62,37
221,53,61
219,57,96
221,57,60
222,89,66
223,28,73
222,81,38
218,83,68
224,98,13
219,27,1
225,9,40
226,14,91
225,91,65
227,62,54
223,35,36
226,77,49
224,3,95
227,15,96
229,10,39
228,27,17
230,43,14
231,9,74
231,10,67
232,57,75
232,16,4
228,52,94
233,46,54
232,33,80
233,73,53
233,63,92
234,31,56
235,46,41
235,91,71
236,10,3
236,11,20
239,17,3
238,43,71
239,96,12
241,31,1
241,40,40
242,73,83
240,46,46
242,42,71
243,54,84
239,37,23
243,47,59
243,5,10
237,31,31
244,6,3
245,27,72
245,95,96
246,69,27
247,67,97
246,24,34
248,74,97
248,80,16
248,9,66
249,38,29
249,33,32
249,96,37
250,76,59
251,49,4
247,97,55
250,88,37
253,29,16
253,92,44
254,94,44
252,63,57
252,14,92
247,54,78
255,14,36
255,83,21
255,28,72
254,28,41
256,67,75
256,80,50
257,51,25
254,97,51
260,27,83
260,83,45
260,80,86
261,93,46
262,18,88
263,8,30
259,43,89
258,28,94
262,17,51
265,50,61
265,84,50
266,46,79
264,49,100
266,84,84
267,41,83
268,32,81
264,8,42
268,58,15
265,44,87
269,73,78
272,14,83
273,83,36
273,54,26
270,20,12
274,4,96
275,68,76
275,34,67
276,93,89
276,95,86
276,93,92
271,11,22
277,62,80
277,95,54
277,45,22
275,20,52
269,74,93
278,34,95
279,34,48
279,6,26
279,93,11
278,16,18
280,91,30
280,96,25
278,51,87
281,90,35
282,56,35
282,43,13
285,80,100
285,5,74
285,32,60
283,66,86
286,34,98
286,65,84
287,99,54
284,98,85
283,70,60
289,11,5
289,98,74
290,18,15
290,14,44
291,73,25
290,51,17
291,19,17
288,59,73
291,52,26
294,63,83
294,55,88
294,44,34
295,11,56
292,83,64
292,16,96
295,25,59
297,69,55
296,38,16
293,31,9
295,19,96
298,13,98
298,52,85
300,1,56
300,66,96
300,77,31
301,79,89
301,26,93
299,7,29
298,8,42
297,43,89
302,56,63
304,42,29
305,71,58
306,63,82
306,63,96
307,56,19
308,100,58
308,37,25
303,14,37
308,100,93
309,49,18
309,78,79
304,35,73
309,44,27
310,31,25
303,21,39
310,94,3
311,56,44
311,86,80
312,86,45
313,95,70
310,4,100
313,16,47
312,92,71
311,67,64
313,94,66
315,89,82
315,63,39
315,51,37
316,54,28
314,21,38
316,30,84
314,89,80
316,88,94
314,26,46
318,79,70
319,35,69
319,95,79
320,85,55
317,45,16
321,91,78
321,6,49
317,88,60
318,11,81
323,39,44
323,23,73
324,50,94
325,48,68
326,92,43
326,10,38
322,57,38
327,5,40
328,41,51
328,78,88
326,84,46
329,93,31
329,7,26
329,2,87
321,100,57
331,81,41
322,82,39
331,4,46
332,91,45
333,50,17
333,16,55
333,80,17
330,87,97
330,69,6
334,51,3
335,45,23
334,78,4
336,47,38
337,69,74
337,81,12
336,70,82
335,71,19
338,5,21
339,96,16
339,24,66
340,88,42
340,30,81
339,18,52
335,52,51
341,97,49
340,33,27
342,98,37
343,69,6
343,39,81
344,82,44
344,89,94
341,39,98
344,71,36
345,33,8
346,38,81
347,16,83
347,66,3
348,4,40
349,45,28
346,18,41
349,86,35
345,50,25
345,63,63
350,29,61
350,63,69
351,12,71
351,17,69
352,66,5
352,48,30
350,1,61
352,46,73
354,70,76
354,22,5
354,72,6
353,62,28
353,56,42
353,58,3
356,5,50
355,42,73
356,33,64
356,38,16
357,19,6
358,49,20
359,59,7
359,68,73
359,50,79
360,98,50
361,84,78
362,73,68
355,25,11
358,22,92
358,57,8
362,81,97
364,60,13
362,69,98
364,97,59
366,3,36
366,60,26
363,1,38
365,25,98
367,63,14
367,99,24
364,28,14
366,69,53
369,3,93
370,100,1
370,72,81
371,64,30
371,92,6
372,68,3
367,17,75
368,67,95
372,78,24
372,62,6
373,96,82
373,64,59
374,100,55
374,84,59
374,65,7
368,73,63
377,26,96
377,63,5
377,60,10
378,75,55
378,74,74
380,14,80
375,87,20
376,52,59
379,46,65
380,28,79
381,22,66
382,84,10
382,48,14
383,51,81
381,87,56
382,73,53
384,64,68
381,91,8
385,25,92
384,73,94
384,99,43
385,42,46
387,76,63
387,74,15
386,69,35
388,5,91
387,13,71
388,33,42
391,6,10
391,99,76
392,97,59
392,58,34
389,8,10
388,17,73
394,6,47
394,58,77
395,23,5
392,9,90
393,21,87
390,3,60
397,47,26
395,42,7
396,30,7
397,51,15
398,92,43
398,43,17
399,24,87
395,5,94
397,25,29
400,97,46
401,26,34
402,53,34
402,11,90
403,88,57
403,50,89
404,41,55
400,90,55
399,90,86
405,75,99
408,71,18
407,15,94
408,66,61
409,18,35
409,52,99
410,7,44
405,70,89
411,58,46
412,28,51
412,27,6
410,53,95
412,61,84
413,81,97
406,6,82
415,49,82
410,16,58
416,17,53
416,9,54
417,28,71
417,92,74
418,85,37
414,61,96
414,27,61
419,46,76
420,56,58
420,54,97
420,71,42
421,39,42
422,65,26
422,18,84
419,44,100
425,20,27
424,44,21
426,46,21
426,6,30
426,99,22
427,100,50
428,91,96
419,29,58
429,72,2
429,88,19
428,78,23
430,37,3
430,40,87
431,94,58
428,93,18
431,24,43
431,83,45
423,84,42
433,79,62
432,40,18
433,53,25
435,84,83
435,2,30
436,17,35
436,25,17
437,85,36
438,4,55
439,44,96
439,10,52
434,59,85
440,55,76
434,12,62
441,80,68
442,78,89
443,94,57
441,38,37
435,30,53
444,39,40
444,52,37
444,37,32
443,46,92
442,33,4
445,89,62
445,58,94
445,71,39
446,45,54
446,55,33
448,86,9
447,6,49
449,75,86
450,36,38
448,35,81
450,1,63
450,1,26
446,67,30
447,46,2
453,81,51
454,11,36
454,75,84
451,7,66
454,50,28
455,86,37
452,72,74
455,94,44
456,45,4
452,73,2
457,11,5
458,60,48
459,37,7
459,61,81
457,62,84
455,51,42
460,47,1
456,74,78
461,64,42
462,39,45
459,64,20
461,34,99
463,41,35
463,1,62
464,4,11
464,17,82
464,62,6
465,25,10
462,34,89
463,64,40
467,1,33
467,45,3
467,93,55
468,88,98
465,47,36
468,37,65
468,51,53
469,67,73
469,41,67
466,18,34
470,11,100
471,74,96
470,97,33
471,2,5
472,43,87
473,50,9
473,34,1
474,52,59
474,87,11
471,1,97
475,30,55
475,7,48
474,91,1
477,16,94
476,99,42
478,69,96
477,61,73
479,92,70
479,55,96
479,98,68
476,40,18
480,70,27
481,33,59
482,24,26
483,36,72
484,91,2
484,9,70
480,92,73
480,47,76
484,91,36
487,45,60
487,24,56
488,24,46
486,21,16
488,8,52
488,97,37
485,7,57
489,99,22
487,96,20
490,3,48
491,96,89
492,56,56
492,11,32
492,78,21
493,73,95
490,70,50
490,76,28
489,58,63
495,95,73
495,50,48
496,87,73
496,69,36
496,40,72
497,37,69
494,54,34
495,51,32
498,25,60
498,64,93
499,77,19
499,32,40
497,82,43
497,56,50
500,69,71
501,3,19
502,8,59
504,57,11
500,96,19
505,100,51
503,14,60
506,29,33
500,83,88
508,67,1
507,85,37
507,89,34
508,65,100
509,6,38
510,92,55
509,92,83
510,1,44
507,78,44
512,80,47
512,62,58
512,27,11
511,26,80
514,20,92
513,74,94
511,49,41
514,50,79
511,82,52
515,6,95
516,20,80
516,83,85
516,6,51
514,20,61
515,88,97
517,71,45
517,70,7
517,91,4
518,23,10
519,34,47
520,96,66
521,19,36
521,74,33
522,53,46
519,76,39
522,36,96
520,67,95
519,19,18
522,10,60
524,74,41
524,52,86
525,53,58
525,48,96
523,20,88
526,40,18
526,84,90
526,36,36
527,84,4
523,21,63
528,57,92
528,80,97
529,98,54
529,85,75
528,20,78
523,9,94
529,68,91
532,86,29
532,18,59
533,97,20
534,98,58
530,58,7
535,43,55
530,64,40
531,16,37
534,86,74
535,99,42
537,25,46
537,93,82
536,27,40
539,54,49
539,57,21
536,5,47
535,60,24
538,14,56
541,64,55
541,57,91
542,24,65
543,31,70
544,36,16
540,29,66
545,89,40
544,28,60
545,44,32
546,67,45
539,64,29
546,46,24
546,79,73
540,39,25
548,89,65
549,8,23
547,48,21
550,23,47
551,82,99
552,11,4
547,87,35
552,12,6
553,50,99
547,76,51
554,78,92
550,21,100
552,44,78
555,74,1
556,7,13
557,61,89
559,8,3
558,98,68
559,51,40
559,5,96
560,57,3
556,56,81
560,51,83
561,18,22
561,26,67
562,79,38
560,32,16
562,7,27
562,8,73
563,94,13
557,30,55
563,28,73
563,73,65
564,26,6
565,78,77
565,83,26
566,49,74
566,7,89
566,78,51
567,13,59
568,56,6
564,79,10
570,40,90
570,60,72
571,97,76
571,19,73
572,87,100
568,27,35
568,40,23
569,55,88
572,2,16
572,48,10
574,87,80
575,9,15
576,100,60
576,95,25
577,68,81
573,40,39
576,89,43
573,38,64
578,55,72
578,12,60
579,68,4
579,67,93
579,34,71
580,69,42
580,73,83
581,20,57
581,47,63
578,77,84
582,19,60
582,53,42
583,47,46
577,69,100
584,100,50
583,9,8
584,4,49
584,93,48
585,2,50
585,22,50
586,77,79
583,8,22
588,44,19
589,32,65
589,19,74
589,71,25
590,1,81
577,24,61
591,44,3
592,79,19
587,76,34
592,5,73
592,89,23
593,35,60
593,16,55
586,82,11
591,28,78
593,75,17
595,50,34
595,39,66
596,41,55
597,92,24
597,4,53
598,11,77
599,25,86
599,31,1
600,4,77
600,37,16
594,38,95
601,11,2
602,52,94
594,37,38
602,82,55
603,21,4
604,86,90
595,40,42
604,31,62
606,91,31
607,36,45
608,14,17
606,70,92
605,42,59
609,60,5
606,96,62
612,40,28
608,26,94
614,92,76
614,83,31
615,8,51
610,20,7
611,78,48
616,62,65
616,55,66
615,100,86
617,19,88
618,36,12
618,71,80
613,24,66
619,94,52
618,49,73
616,31,45
620,96,9
617,83,47
622,10,95
621,31,95
623,17,59
624,48,89
624,53,33
624,61,38
625,57,72
625,43,97
625,50,17
627,68,13
621,70,94
626,20,2
620,65,96
627,15,46
628,72,62
628,20,48
629,49,3
629,62,63
631,35,69
628,49,98
630,74,94
632,11,95
633,53,98
635,84,35
636,57,48
637,51,14
638,95,95
638,79,49
639,98,54
639,83,14
639,79,76
634,17,78
641,70,92
632,58,52
633,59,68
640,3,81
643,87,69
644,67,45
645,91,90
645,90,63
646,22,100
647,9,87
642,52,68
642,59,94
647,91,23
649,7,72
648,12,5
650,5,95
650,31,2
650,60,23
647,60,35
642,26,29
652,73,74
652,60,51
653,47,44
653,8,34
653,16,55
651,41,64
652,48,20
654,61,98
654,4,49
655,43,1
655,57,65
657,19,11
657,44,20
656,7,76
658,41,1
658,89,95
656,83,43
660,42,61
659,100,57
660,81,82
658,22,45
661,24,96
662,59,64
662,32,85
662,54,96
663,62,71
659,82,69
664,7,93
664,93,40
664,70,22
665,39,72
663,32,29
663,86,52
667,52,39
667,24,44
668,69,75
665,8,17
668,58,24
669,70,85
666,22,83
668,61,67
665,38,52
669,64,10
670,61,82
670,70,69
671,26,77
669,80,19
671,39,62
672,64,24
673,42,12
673,72,41
675,79,17
674,1,4
676,84,70
676,53,7
674,46,45
676,44,62
670,49,39
677,65,56
678,72,73
678,28,100
680,40,35
680,93,61
681,69,52
681,7,88
682,14,69
683,16,37
683,16,82
678,75,20
679,42,3
686,71,93
685,22,9
687,60,7
689,68,8
689,31,34
688,77,100
689,8,44
683,79,56
684,82,15
691,23,64
690,91,84
692,86,70
693,95,43
692,30,1
694,24,6
690,10,35
691,93,91
697,73,36
697,21,86
697,58,40
698,52,63
698,83,18
699,98,17
700,13,70
700,64,37
695,3,52
700,30,2
701,89,8
701,29,38
701,65,95
702,1,90
702,97,29
702,22,80
703,60,45
704,39,9
703,62,67
705,61,65
696,9,81
699,51,2
707,36,80
707,22,62
706,93,80
708,2,82
708,88,34
705,33,60
709,66,12
710,22,4
706,58,55
712,62,1
712,73,1
712,21,89
713,65,36
713,62,30
713,71,59
714,27,19
711,88,84
710,58,60
716,3,64
717,42,32
716,8,17
717,76,46
717,34,74
718,69,49
714,4,46
719,16,66
719,53,95
721,1,79
721,64,83
722,99,22
722,98,80
723,15,65
721,44,29
720,73,35
723,55,55
724,82,18
723,7,27
724,52,47
724,8,86
715,87,38
727,17,84
727,87,74
727,53,21
728,42,92
728,86,68
725,13,7
726,46,86
725,83,18
728,75,52
729,92,78
730,37,16
732,56,20
733,24,80
733,47,78
731,73,51
734,75,27
734,1,85
734,8,66
736,15,43
736,19,79
738,62,84
738,60,19
739,60,88
740,35,3
735,8,25
730,8,56
737,45,90
742,13,48
743,96,5
741,48,93
744,9,82
744,20,94
744,45,29
745,95,24
740,10,44
746,83,47
746,30,33
741,18,59
747,4,52
748,70,92
748,85,40
745,77,76
747,37,90
748,11,5
750,19,92
750,100,50
751,56,76
751,79,93
751,66,34
752,8,20
752,52,64
752,99,62
753,8,83
754,71,78
754,79,100
749,94,5
754,31,55
755,55,14
755,91,83
750,89,60
757,50,62
756,24,79
749,78,91
759,78,41
757,64,64
759,46,96
760,47,6
758,71,5
759,31,88
761,62,87
761,11,13
761,2,88
762,59,53
765,74,41
765,71,14
766,63,44
766,40,60
763,81,6
764,93,46
762,58,12
767,15,52
766,74,79
768,52,66
769,4,68
769,9,24
768,24,47
770,20,54
770,48,19
771,29,43
767,99,100
768,40,23
772,38,92
774,77,40
775,41,82
775,68,81
773,99,10
776,6,28
776,13,1
772,48,18
771,83,33
775,51,46
776,74,92
779,23,12
779,34,1
779,16,86
778,50,12
780,39,73
780,60,68
780,19,30
781,91,40
777,43,4
782,43,77
778,22,19
782,48,15
783,22,23
784,47,81
785,33,18
785,94,60
784,9,17
787,2,87
786,91,62
788,3,44
788,28,9
788,55,42
789,23,77
789,66,23
786,53,5
786,19,94
791,87,38
791,73,2
790,21,48
790,28,33
792,95,7
790,35,56
792,23,18
792,93,20
793,7,11
794,72,13
795,71,81
796,96,90
796,75,73
795,43,52
797,71,46
796,54,19
798,99,43
794,91,3
798,15,70
799,1,89
801,48,60
802,21,30
802,63,53
800,75,15
802,53,14
800,81,17
803,28,13
803,12,15
804,83,15
799,6,55
804,77,19
804,82,59
803,45,72
805,25,1
806,47,99
806,9,92
807,45,61
808,14,99
809,69,66
810,99,23
811,73,22
811,79,88
811,31,57
808,99,17
810,19,57
812,59,44
812,62,42
808,93,9
813,2,61
814,13,86
814,28,84
816,85,69
815,99,35
816,40,26
813,35,13
817,1,35
813,22,53
818,88,16
818,73,87
818,33,7
817,26,87
819,40,31
819,13,6
821,68,7
820,46,89
821,6,72
820,19,2
817,61,100
822,3,84
822,37,72
822,80,31
823,94,31
823,27,10
825,13,29
825,10,82
826,21,55
826,31,2
827,84,93
828,53,19
828,52,79
829,33,97
829,86,53
829,24,51
830,96,53
830,83,43
830,30,68
831,5,100
832,23,1
832,57,95
833,65,21
833,22,4
823,51,92
824,67,84
824,97,69
834,9,59
834,33,80
834,71,80
835,50,40
836,79,88
836,49,93
837,52,76
838,50,42
838,75,100
839,95,52
840,32,40
842,48,11
842,30,1
842,90,47
843,87,69
843,17,75
843,91,89
844,42,4
844,55,25
845,97,22
845,68,67
840,65,93
846,98,98
847,76,18
848,15,69
849,61,53
850,59,50
849,33,65
850,35,77
850,79,14
840,42,70
841,47,92
851,30,81
852,4,6
853,10,97
854,41,50
852,27,31
856,84,5
857,37,34
857,20,5
858,27,4
859,36,11
860,9,17
860,18,77
855,38,75
861,38,34
861,87,27
861,100,50
862,4,30
862,36,25
860,26,32
863,84,98
854,97,55
863,85,78
863,48,13
864,95,28
864,89,69
864,2,3
865,60,74
862,69,50
866,63,27
866,29,10
867,63,23
867,32,57
867,59,26
868,23,73
868,91,97
868,44,83
866,6,85
865,92,23
869,40,78
870,66,46
871,40,24
871,34,13
865,33,89
873,17,53
873,10,15
874,91,34
874,26,46
872,84,32
874,47,58
875,63,66
871,60,74
873,71,14
877,5,68
877,7,68
877,26,12
878,6,19
878,15,89
878,8,34
879,64,43
876,97,76
876,27,76
879,96,16
880,85,78
881,38,10
880,84,70
882,89,57
882,90,84
882,10,64
883,71,88
879,43,89
884,32,24
885,93,81
885,44,24
887,95,54
884,22,99
887,75,84
886,66,27
888,82,96
888,37,36
884,90,36
889,63,29
889,11,92
890,1,29
891,88,94
892,59,92
892,84,18
892,71,66
888,15,87
889,33,77
895,4,78
894,13,8
896,86,62
897,97,25
897,47,93
897,55,84
898,18,22
894,71,15
893,19,16
899,9,46
900,81,13
900,88,89
901,30,25
899,19,89
901,71,33
902,30,89
902,36,66
902,39,24
900,52,16
904,58,75
903,63,70
906,93,94
906,57,26
907,74,2
903,100,34
905,10,39
907,41,58
903,54,4
908,17,75
909,47,18
909,34,63
909,88,30
910,44,72
910,35,34
911,9,1
908,9,48
911,35,13
912,31,45
913,8,40
913,23,20
913,47,29
908,10,31
907,72,19
915,22,11
914,56,27
916,32,27
916,21,68
917,7,52
918,97,1
918,54,33
918,50,99
916,21,44
919,20,14
921,5,3
920,44,44
921,71,73
921,47,77
922,78,96
922,85,100
923,68,82
922,38,47
924,62,60
925,89,77
919,7,31
925,33,91
925,99,38
924,7,67
926,80,95
926,1,96
926,46,22
920,94,47
927,94,7
927,60,53
928,42,11
928,28,92
928,10,91
931,29,18
930,28,38
931,10,87
932,40,87
932,47,38
932,61,14
933,41,94
933,57,61
934,73,9
929,35,49
935,88,94
935,29,10
935,76,54
936,3,65
937,70,49
929,51,75
939,61,54
937,4,47
939,68,66
939,54,73
940,40,10
940,4,46
941,23,93
942,43,24
938,96,8
942,74,18
942,63,2
943,94,10
944,17,65
943,91,96
945,88,22
945,24,61
944,64,67
946,49,81
946,88,28
943,39,24
948,98,87
947,55,79
949,17,90
949,21,23
950,56,28
951,1,4
951,58,13
947,51,61
953,45,2
953,67,19
953,43,56
954,37,33
947,43,17
954,57,37
955,80,83
956,5,24
957,99,38
958,12,17
956,6,7
958,67,61
958,45,33
959,64,18
959,94,7
952,98,96
956,13,71
960,58,4
960,22,50
962,43,85
962,26,86
963,58,30
964,86,44
964,13,74
965,74,74
965,69,21
961,95,57
966,78,3
968,31,88
967,89,4
969,80,21
970,47,90
970,33,77
971,51,54
967,44,71
967,82,100
972,28,60
972,68,66
972,19,61
973,25,43
973,41,66
971,35,57
974,84,52
974,3,14
974,90,7
975,100,72
976,65,79
976,73,60
971,11,15
976,11,66
977,61,95
979,45,75
980,66,23
980,25,13
981,99,71
981,19,60
982,1,69
978,30,7
977,39,63
978,24,85
983,79,79
984,1,80
984,76,92
984,48,79
982,100,60
985,78,30
986,87,60
987,95,96
987,3,56
983,14,76
986,30,15
988,60,15
989,80,40
988,46,66
990,92,89
982,44,75
991,75,33
991,93,57
990,85,79
992,55,70
990,63,65
992,34,27
993,67,50
991,18,43
992,87,13
996,82,9
996,14,94
997,35,53
997,57,99
998,73,68
999,76,27
994,15,47
993,94,62
995,56,70
1001,95,97
1000,74,22
1002,52,8
1002,24,91
1002,18,45
999,20,98
1001,30,37
1004,18,19
1005,64,55
1005,96,10
1006,37,7
1006,30,19
1003,90,20
1004,27,33
1007,33,6
1006,32,95
1007,70,86
1008,81,71
1007,12,45
1003,57,71
1008,86,83
1009,54,19
1009,22,38
1010,45,13
1011,50,87
1011,57,80
1011,8,15
1009,47,71
1008,31,97
1013,74,29
1013,24,52
1012,72,89
1013,3,20
1014,47,59
1012,59,65
1012,41,46
1014,34,14
1014,17,37
1015,42,47
1015,65,47
1016,60,12
1016,66,14
1016,27,41
1017,67,84
1017,56,10
1018,31,50
1019,76,37
1018,67,5
1019,9,51
1020,94,99
1020,26,20
1019,39,88
1021,7,74
1021,84,3
1021,56,44
1022,55,9
1020,97,29
1023,75,31
1024,67,70
1024,58,35
1024,4,25
1026,9,24
1025,80,47
1026,84,6
1022,35,95
1028,29,64
1028,94,64
1029,23,19
1030,64,98
1030,18,23
1030,49,30
1027,27,2
1028,7,97
1032,77,91
1032,91,31
1033,41,82
1034,86,70
1034,57,13
1034,49,10
1035,22,7
1036,93,81
1036,79,19
1036,74,25
1037,45,75
1038,60,19
1031,31,48
1031,36,87
1040,25,80
1040,56,25
1038,86,15
1041,18,72
1042,77,68
1032,75,12
1039,80,68
1042,66,64
1042,55,70
1043,98,51
1044,79,16
1045,41,47
1047,39,31
1047,40,98
1047,65,86
1049,40,88
1048,53,7
1050,3,89
1050,88,51
1046,10,25
1046,10,45
1052,72,3
1052,1,66
1052,63,24
1053,9,37
1053,38,79
1054,82,90
1051,51,55
1055,60,87
1055,97,63
1056,29,98
1057,84,90
1050,18,48
1059,61,40
1058,92,80
1059,4,45
1060,14,2
1060,59,62
1060,62,3
1061,28,71
1061,37,23
1061,95,31
1058,94,90
1062,18,77
1063,73,58
1063,85,79
1059,69,26
1063,74,79
1064,84,21
1066,35,21
1066,100,3
1067,11,81
1067,91,66
1067,73,64
1068,64,100
1065,18,3
1066,2,58
1065,23,12
1069,31,58
1069,83,16
1070,39,43
1070,59,72
1072,89,92
1072,67,70
1068,58,94
1069,4,65
1071,81,55
1072,46,39
1073,83,42
1074,82,13
1075,9,7
1075,8,95
1075,5,44
1076,74,13
1073,68,2
1077,4,55
1077,68,99
1077,76,18
1079,30,23
1078,26,55
1073,77,65
1079,54,55
1080,37,81
1081,83,95
1082,50,52
1082,53,47
1083,13,58
1083,97,55
1083,3,13
1084,67,92
1085,83,45
1085,82,73
1086,74,18
1086,79,85
1081,86,1
1087,47,63
1088,68,23
1089,100,41
1089,35,86
1090,19,51
1092,24,80
1091,17,71
1080,2,31
1081,59,75
1093,81,13
1093,75,37
1094,22,5
1095,96,79
1095,38,49
1097,26,64
1095,68,78
1098,58,91
1097,64,87
1099,40,87
1100,77,58
1099,35,2
1096,60,80
1100,10,33
1100,44,24
1101,81,83
1102,45,54
1102,63,28
1102,4,85
1103,47,93
1104,10,29
1101,25,62
1105,56,83
1106,80,52
1107,76,8
1108,11,33
1104,35,47
1109,60,51
1110,55,73
1105,57,23
1104,21,32
1111,39,87
1111,100,77
1112,73,59
1113,96,62
1114,71,95
1114,40,39
1115,14,14
1116,73,91
1116,72,97
1116,49,62
1110,28,93
1117,35,93
1117,7,22
1118,5,17
1119,68,28
1117,33,55
1111,2,42
1120,41,51
1120,99,69
1120,30,49
1110,22,35
1121,58,37
1121,33,89
1122,81,45
1122,32,75
1123,48,97
1123,47,30
1123,38,66
1124,69,48
1125,62,74
1125,41,56
1125,95,7
1126,3,96
1126,13,95
1127,83,99
1128,6,85
1128,26,34
1128,80,34
1129,3,95
1130,26,66
1131,35,88
1127,92,14
1131,70,7
1132,55,17
1132,33,59
1132,67,17
1133,35,9
1133,83,44
1126,53,15
1131,30,43
1134,70,70
1135,93,92
1136,32,99
1136,83,60
1136,22,57
1137,15,60
1134,49,69
1135,42,92
1135,76,95
1138,39,96
1138,36,86
1137,34,99
1139,54,9
1137,17,31
1139,50,4
1140,34,86
1140,19,31
1138,31,45
1140,10,70
1143,55,2
1143,13,81
1143,13,87
1144,10,60
1144,91,58
1141,81,2
1144,16,83
